TransID,AccountID,Date,Transaction_Type,Amount,Channel,Merchant
T000916,ACC00756,2025-05-26,Transfer,5304,Branch,Airbnb
T000917,ACC00061,2025-07-30,Withdrawal,1997,Online,Airbnb
T000918,ACC00502,2024-06-15,Withdrawal,4839,Branch,Apple
T000919,ACC00147,2024-03-05,Payment,1995,Online,Amazon
T000920,ACC00686,2024-10-12,Payment,5101,POS,Target
T000921,ACC00790,2024-01-15,Withdrawal,262,POS,Walmart
T000922,ACC00334,2024-09-04,Transfer,8325,Online,Hospital
T000923,ACC00142,2024-11-13,Payment,9438,POS,Netflix
T000924,ACC00044,2024-08-10,Deposit,633,POS,Netflix
T000925,ACC00144,2025-08-19,Withdrawal,3166,POS,Hospital
T000926,ACC00333,2024-07-16,Deposit,3399,POS,Amazon
T000927,ACC00497,2025-05-09,Withdrawal,3427,Branch,Netflix
T000928,ACC00396,2025-06-03,Deposit,9857,ATM,Hospital
T000929,ACC00055,2023-10-11,Transfer,9468,Branch,Walmart
T000930,ACC00307,2024-03-29,Withdrawal,2955,ATM,Uber
T000931,ACC00423,2023-12-06,Transfer,9362,ATM,Netflix
T000932,ACC00417,2024-06-26,Payment,8642,Online,Target
T000933,ACC00673,2024-04-21,Withdrawal,2102,Online,Target
T000934,ACC00797,2024-11-24,Transfer,2715,Online,Target
T000935,ACC00325,2024-04-21,Deposit,3769,Online,Uber
T000936,ACC00710,2024-11-27,Transfer,5122,Online,LocalStore
T000937,ACC00671,2025-01-04,Withdrawal,563,Branch,Uber
T000938,ACC00080,2025-07-29,Transfer,4914,Branch,Uber
T000939,ACC00031,2024-07-01,Deposit,1122,POS,Uber
T000940,ACC00112,2024-03-17,Deposit,2787,Branch,Apple
T000941,ACC00558,2024-08-06,Deposit,7107,Branch,Airbnb
T000942,ACC00717,2023-10-30,Payment,1324,Online,Walmart
T000943,ACC00564,2024-09-01,Withdrawal,3503,POS,Apple
T000944,ACC00650,2023-11-29,Deposit,8300,Branch,Target
T000945,ACC00472,2025-04-29,Payment,7483,Branch,Amazon
T000946,ACC00074,2024-01-21,Deposit,7025,POS,LocalStore
T000947,ACC00553,2024-05-10,Transfer,9681,ATM,Airbnb
T000948,ACC00479,2024-11-13,Withdrawal,5720,Online,Hospital
T000949,ACC00589,2024-06-20,Transfer,1232,Branch,Amazon
T000950,ACC00387,2024-02-19,Payment,4593,Branch,Amazon
T000951,ACC00699,2024-03-31,Transfer,5530,POS,Amazon
T000952,ACC00564,2025-03-12,Transfer,7882,Branch,LocalStore
T000953,ACC00433,2024-01-11,Deposit,9206,Online,Shell
T000954,ACC00412,2024-01-27,Transfer,8678,Branch,Netflix
T000955,ACC00467,2024-02-11,Deposit,5441,ATM,Hospital
T000956,ACC00599,2025-05-25,Deposit,9337,Online,Netflix
T000957,ACC00621,2025-06-26,Withdrawal,1715,ATM,Netflix
T000958,ACC00737,2025-07-28,Payment,527,POS,Uber
T000959,ACC00248,2024-08-22,Payment,1230,Online,Airbnb
T000960,ACC00581,2025-03-26,Payment,2516,Branch,Hospital
T000961,ACC00120,2024-06-03,Deposit,4335,Online,Target
T000962,ACC00067,2024-05-04,Payment,9393,Online,Target
T000963,ACC00573,2025-03-04,Deposit,5489,Online,Hospital
T000964,ACC00327,2025-02-07,Withdrawal,7446,ATM,Apple
T000965,ACC00703,2023-11-20,Payment,3100,POS,Airbnb
T000966,ACC00470,2025-06-15,Deposit,6507,Online,Shell
T000967,ACC00493,2025-05-10,Payment,5178,Branch,Airbnb
T000968,ACC00701,2024-11-10,Payment,7003,Online,Uber
T000969,ACC00663,2025-06-30,Withdrawal,983,Online,Target
T000970,ACC00286,2024-04-27,Transfer,5287,POS,Walmart
T000971,ACC00608,2025-05-19,Payment,8267,Branch,Target
T000972,ACC00312,2024-07-22,Withdrawal,6102,Branch,Apple
T000973,ACC00309,2023-09-21,Payment,2916,ATM,Shell
T000974,ACC00775,2024-01-13,Payment,580,Branch,Airbnb
T000975,ACC00097,2023-09-07,Payment,317,Branch,Amazon
T000976,ACC00113,2025-08-14,Payment,3752,Branch,Target
T000977,ACC00637,2025-01-25,Transfer,8984,Online,Uber
T000978,ACC00456,2023-09-13,Transfer,775,ATM,Hospital
T000979,ACC00463,2023-11-22,Payment,8974,Branch,Uber
T000980,ACC00132,2024-08-14,Payment,7824,Branch,Amazon
T000981,ACC00121,2024-02-26,Withdrawal,7745,Branch,Hospital
T000982,ACC00197,2024-01-26,Withdrawal,8046,Online,LocalStore
T000983,ACC00482,2024-08-27,Deposit,7606,Online,Hospital
T000984,ACC00634,2025-03-17,Transfer,549,ATM,Uber
T000985,ACC00794,2025-03-25,Payment,7995,POS,Walmart
T000986,ACC00772,2025-03-05,Transfer,2059,ATM,LocalStore
T000987,ACC00039,2025-05-21,Withdrawal,3293,Online,Uber
T000988,ACC00566,2024-08-30,Transfer,4685,Branch,Uber
T000989,ACC00512,2024-08-30,Transfer,1673,Branch,Netflix
T000990,ACC00474,2024-08-05,Payment,6486,ATM,Shell
T000991,ACC00161,2023-09-20,Payment,9249,Branch,Airbnb
T000992,ACC00289,2025-06-13,Withdrawal,3449,Online,Shell
T000993,ACC00200,2024-12-02,Payment,8707,ATM,Amazon
T000994,ACC00788,2024-08-24,Withdrawal,7153,POS,Uber
T000995,ACC00528,2025-03-26,Withdrawal,3257,Online,Amazon
T000996,ACC00685,2024-03-09,Deposit,3510,Online,Target
T000997,ACC00503,2023-10-20,Deposit,1920,Branch,Apple
T000998,ACC00248,2023-10-18,Deposit,742,Online,Amazon
T000999,ACC00383,2025-04-06,Transfer,3523,Online,Airbnb
T001000,ACC00218,2024-05-30,Deposit,9773,POS,Amazon
T001001,ACC00087,2025-02-05,Payment,4619,Branch,Netflix
T001002,ACC00082,2023-11-22,Payment,4466,Online,LocalStore
T001003,ACC00062,2023-09-26,Deposit,3345,Branch,Target
T001004,ACC00799,2024-08-29,Transfer,8178,Online,Netflix
T001005,ACC00500,2023-11-04,Withdrawal,7066,POS,Uber
T001006,ACC00042,2024-02-03,Transfer,2763,Branch,Netflix
T001007,ACC00012,2025-07-28,Transfer,1382,Branch,Walmart
T001008,ACC00746,2023-10-06,Withdrawal,9646,POS,Uber
T001009,ACC00643,2024-03-02,Withdrawal,3386,ATM,Apple
T001010,ACC00115,2024-03-28,Withdrawal,8491,Online,Netflix
T001011,ACC00218,2025-05-25,Payment,73,Online,LocalStore
T001012,ACC00649,2025-01-07,Withdrawal,3955,ATM,Apple
T001013,ACC00106,2024-08-04,Withdrawal,339,Branch,Amazon
T001014,ACC00691,2024-09-27,Transfer,4868,Branch,Netflix
T001015,ACC00528,2023-10-23,Transfer,1973,POS,Target
T001016,ACC00472,2025-02-23,Deposit,3098,POS,Shell
T001017,ACC00754,2024-01-01,Transfer,150,POS,Amazon
T001018,ACC00387,2023-10-10,Withdrawal,4549,ATM,Hospital
T001019,ACC00226,2024-05-11,Payment,2483,ATM,Walmart
T001020,ACC00481,2023-11-09,Transfer,5604,Branch,Target
T001021,ACC00754,2023-11-04,Transfer,3913,POS,Target
T001022,ACC00408,2024-01-31,Withdrawal,5374,Branch,Apple
T001023,ACC00457,2025-05-16,Transfer,459,ATM,Shell
T001024,ACC00653,2023-09-13,Transfer,4456,Online,LocalStore
T001025,ACC00711,2025-06-23,Withdrawal,4704,Branch,Apple
T001026,ACC00624,2024-01-25,Transfer,4816,ATM,Shell
T001027,ACC00639,2023-08-25,Payment,879,POS,Netflix
T001028,ACC00021,2025-01-03,Deposit,6089,Online,Walmart
T001029,ACC00659,2024-07-11,Transfer,7317,Online,Amazon
T001030,ACC00601,2025-05-13,Payment,3669,Online,Target
T001031,ACC00203,2025-06-30,Transfer,3612,POS,LocalStore
T001032,ACC00417,2024-09-17,Deposit,8594,Online,Apple
T001033,ACC00416,2024-05-26,Withdrawal,9043,ATM,Walmart
T001034,ACC00448,2024-09-29,Deposit,2458,Branch,Amazon
T001035,ACC00512,2024-07-18,Transfer,7602,Online,Walmart
T001036,ACC00085,2025-06-18,Deposit,2963,Online,Target
T001037,ACC00167,2024-12-23,Deposit,5141,ATM,Netflix
T001038,ACC00384,2025-04-04,Withdrawal,1368,POS,LocalStore
T001039,ACC00468,2025-06-06,Transfer,9192,Online,Shell
T001040,ACC00072,2025-04-30,Deposit,9240,ATM,Hospital
T001041,ACC00521,2024-03-28,Deposit,8229,ATM,LocalStore
T001042,ACC00793,2023-08-27,Withdrawal,397,POS,Shell
T001043,ACC00473,2024-05-23,Payment,842,POS,Apple
T001044,ACC00258,2023-12-25,Transfer,8451,Branch,Netflix
T001045,ACC00275,2023-09-19,Payment,9730,Online,Shell
T001046,ACC00750,2024-06-15,Payment,4203,Branch,Netflix
T001047,ACC00020,2023-10-12,Withdrawal,1848,ATM,Walmart
T001048,ACC00490,2025-03-28,Withdrawal,9562,Online,LocalStore
T001049,ACC00745,2024-07-12,Transfer,9525,ATM,LocalStore
T001050,ACC00490,2025-02-08,Payment,901,ATM,Target
T001051,ACC00733,2024-05-22,Deposit,5598,ATM,LocalStore
T001052,ACC00326,2024-01-09,Payment,1315,POS,Walmart
T001053,ACC00529,2024-06-10,Withdrawal,5293,POS,Target
T001054,ACC00089,2025-08-07,Deposit,4558,Online,Netflix
T001055,ACC00486,2024-11-04,Deposit,4202,ATM,Uber
T001056,ACC00708,2024-02-16,Withdrawal,6462,ATM,Shell
T001057,ACC00350,2025-04-02,Deposit,8463,Online,Amazon
T001058,ACC00084,2025-03-26,Payment,2350,Branch,Netflix
T001059,ACC00387,2024-02-25,Withdrawal,1803,ATM,Walmart
T001060,ACC00087,2024-10-12,Transfer,6404,POS,Netflix
T001061,ACC00307,2025-01-12,Withdrawal,334,Branch,Amazon
T001062,ACC00154,2025-06-05,Transfer,9187,Branch,Walmart
T001063,ACC00440,2024-04-21,Transfer,7858,Branch,LocalStore
T001064,ACC00740,2025-06-10,Withdrawal,8124,Branch,Netflix
T001065,ACC00264,2024-09-14,Withdrawal,6654,Branch,Shell
T001066,ACC00735,2023-11-20,Transfer,4792,Branch,Apple
T001067,ACC00421,2024-07-28,Transfer,9941,Online,LocalStore
T001068,ACC00493,2025-03-21,Deposit,3147,Online,LocalStore
T001069,ACC00633,2023-11-08,Withdrawal,3908,Branch,Uber
T001070,ACC00411,2025-07-21,Withdrawal,845,POS,Apple
T001071,ACC00173,2024-03-10,Deposit,4164,Online,Airbnb
T001072,ACC00004,2025-01-10,Withdrawal,2788,Online,Apple
T001073,ACC00640,2025-03-20,Deposit,9598,Branch,Uber
T001074,ACC00472,2025-03-03,Deposit,6419,POS,Hospital
T001075,ACC00110,2024-12-31,Withdrawal,9878,Branch,Amazon
T001076,ACC00037,2023-09-08,Payment,4323,POS,Uber
T001077,ACC00583,2024-02-09,Transfer,5656,POS,Hospital
T001078,ACC00031,2025-07-20,Withdrawal,7618,ATM,Target
T001079,ACC00381,2024-06-19,Payment,3731,Online,LocalStore
T001080,ACC00268,2024-10-03,Deposit,7921,Branch,Airbnb
T001081,ACC00011,2024-07-30,Payment,1681,Online,Uber
T001082,ACC00344,2025-07-18,Withdrawal,926,Online,Shell
T001083,ACC00544,2025-05-13,Withdrawal,5598,POS,Airbnb
T001084,ACC00569,2025-03-04,Payment,9119,Online,Target
T001085,ACC00166,2025-07-26,Withdrawal,9335,ATM,Walmart
T001086,ACC00700,2024-09-07,Transfer,6506,Branch,Shell
T001087,ACC00342,2024-04-15,Payment,1846,Online,Walmart
T001088,ACC00482,2024-02-28,Deposit,2148,Branch,Shell
T001089,ACC00019,2024-03-16,Payment,4017,Online,Airbnb
T001090,ACC00628,2025-04-23,Payment,1915,Branch,Shell
T001091,ACC00184,2023-09-08,Payment,3999,Branch,Airbnb
T001092,ACC00782,2024-01-17,Payment,3495,Branch,Amazon
T001093,ACC00545,2024-08-02,Deposit,4807,Online,Walmart
T001094,ACC00010,2024-08-17,Deposit,2742,ATM,Netflix
T001095,ACC00592,2024-02-25,Deposit,7724,Branch,Target
T001096,ACC00192,2023-11-15,Payment,1331,POS,Shell
T001097,ACC00320,2025-06-24,Transfer,3364,POS,Airbnb
T001098,ACC00702,2025-08-08,Transfer,9730,POS,Target
T001099,ACC00580,2025-04-24,Deposit,7111,ATM,Hospital
T001100,ACC00475,2024-03-01,Transfer,4753,Branch,Apple
T001101,ACC00637,2024-05-28,Transfer,8961,ATM,Shell
T001102,ACC00427,2023-10-05,Transfer,7024,Branch,Uber
T001103,ACC00059,2024-11-25,Transfer,3422,ATM,LocalStore
T001104,ACC00436,2025-04-12,Transfer,7835,Branch,Netflix
T001105,ACC00097,2024-05-06,Withdrawal,1367,POS,Amazon
T001106,ACC00496,2025-01-13,Deposit,3491,Branch,Airbnb
T001107,ACC00787,2024-07-26,Payment,9150,ATM,Airbnb
T001108,ACC00661,2024-03-25,Transfer,1776,Branch,Apple
T001109,ACC00278,2024-03-07,Withdrawal,8229,Online,Apple
T001110,ACC00265,2024-10-05,Payment,7173,Branch,Netflix
T001111,ACC00009,2024-10-06,Withdrawal,2480,POS,Shell
T001112,ACC00457,2024-06-25,Transfer,169,Branch,Walmart
T001113,ACC00795,2023-11-21,Transfer,2902,Online,Apple
T001114,ACC00273,2024-11-29,Transfer,5336,Online,Hospital
T001115,ACC00008,2024-06-04,Transfer,4123,Online,Apple
T001116,ACC00208,2024-03-23,Payment,7759,ATM,Uber
T001117,ACC00637,2024-03-08,Payment,7808,Online,Hospital
T001118,ACC00123,2024-07-12,Withdrawal,5009,ATM,Walmart
T001119,ACC00033,2025-04-07,Deposit,1580,Online,Uber
T001120,ACC00513,2023-10-13,Transfer,9038,ATM,Uber
T001121,ACC00204,2024-12-08,Withdrawal,3415,Online,Netflix
T001122,ACC00518,2025-08-15,Withdrawal,5537,Online,Apple
T001123,ACC00517,2023-08-29,Withdrawal,5858,Branch,Target
T001124,ACC00443,2025-05-26,Transfer,6827,Online,Hospital
T001125,ACC00592,2025-08-22,Transfer,1637,Branch,Amazon
T001126,ACC00786,2024-07-06,Withdrawal,6153,Online,Target
T001127,ACC00689,2025-04-30,Transfer,8406,Online,LocalStore
T001128,ACC00339,2024-01-13,Withdrawal,6568,Branch,Amazon
T001129,ACC00438,2025-01-23,Payment,5282,Branch,Shell
T001130,ACC00445,2025-01-13,Transfer,7891,ATM,Walmart
T001131,ACC00136,2024-11-18,Payment,8993,POS,Netflix
T001132,ACC00387,2024-10-02,Deposit,3757,Branch,Target
T001133,ACC00025,2023-12-09,Transfer,9307,ATM,Apple
T001134,ACC00506,2024-03-23,Deposit,9292,Online,Walmart
T001135,ACC00325,2024-12-30,Withdrawal,1617,Branch,Uber
T001136,ACC00695,2024-09-30,Transfer,5084,Branch,Hospital
T001137,ACC00680,2025-05-19,Transfer,7163,Online,LocalStore
T001138,ACC00338,2024-10-14,Transfer,6743,Online,Netflix
T001139,ACC00690,2024-09-04,Deposit,76,Online,Uber
T001140,ACC00095,2024-05-26,Deposit,8010,Online,Walmart
T001141,ACC00545,2024-06-26,Withdrawal,7655,POS,Hospital
T001142,ACC00623,2023-10-08,Payment,9480,Branch,LocalStore
T001143,ACC00146,2025-06-12,Payment,4168,Online,Uber
T001144,ACC00231,2024-02-07,Deposit,9015,Online,LocalStore
T001145,ACC00784,2024-08-28,Transfer,412,POS,Walmart
T001146,ACC00495,2024-03-15,Payment,7935,Branch,Apple
T001147,ACC00038,2024-12-16,Payment,4176,ATM,Airbnb
T001148,ACC00425,2025-03-19,Deposit,2935,Branch,Shell
T001149,ACC00647,2024-04-24,Withdrawal,3003,ATM,Shell
T001150,ACC00747,2025-03-30,Deposit,9288,POS,Uber
T001151,ACC00437,2024-10-18,Deposit,781,Online,Uber
T001152,ACC00368,2025-05-10,Transfer,7381,POS,Shell
T001153,ACC00345,2025-02-13,Deposit,9871,Branch,Target
T001154,ACC00160,2025-01-08,Transfer,5723,Online,Apple
T001155,ACC00550,2025-05-22,Withdrawal,8177,Branch,Shell
T001156,ACC00662,2023-10-28,Transfer,1566,ATM,Shell
T001157,ACC00541,2024-11-01,Withdrawal,1161,Branch,Hospital
T001158,ACC00144,2025-04-08,Withdrawal,5324,POS,Uber
T001159,ACC00588,2024-09-15,Withdrawal,1227,POS,LocalStore
T001160,ACC00657,2023-09-15,Deposit,3954,POS,Hospital
T001161,ACC00741,2024-08-12,Transfer,8049,Online,Uber
T001162,ACC00576,2024-07-15,Payment,2052,Branch,Shell
T001163,ACC00345,2023-10-24,Deposit,6313,Online,Netflix
T001164,ACC00269,2024-09-10,Withdrawal,8907,Branch,Airbnb
T001165,ACC00696,2024-08-22,Payment,2679,ATM,Uber
T001166,ACC00773,2024-09-28,Deposit,2123,Branch,Airbnb
T001167,ACC00268,2024-11-15,Payment,2987,Branch,Amazon
T001168,ACC00169,2024-09-19,Withdrawal,4388,Branch,Apple
T001169,ACC00771,2024-02-24,Payment,7237,Branch,Shell
T001170,ACC00739,2024-10-24,Payment,6271,ATM,LocalStore
T001171,ACC00033,2024-02-19,Withdrawal,432,Online,Target
T001172,ACC00377,2024-03-10,Payment,8732,POS,LocalStore
T001173,ACC00214,2024-11-02,Deposit,100,Branch,Hospital
T001174,ACC00562,2025-03-16,Payment,3382,POS,Airbnb
T001175,ACC00440,2025-07-18,Transfer,6046,POS,Hospital
T001176,ACC00492,2025-05-01,Deposit,1952,POS,Netflix
T001177,ACC00393,2023-10-07,Payment,3815,POS,Amazon
T001178,ACC00489,2025-03-19,Transfer,9442,Branch,LocalStore
T001179,ACC00722,2024-01-31,Transfer,9960,POS,LocalStore
T001180,ACC00029,2024-01-02,Transfer,107,Branch,Netflix
T001181,ACC00039,2024-07-02,Payment,1489,ATM,Shell
T001182,ACC00612,2024-05-15,Withdrawal,4636,Online,Uber
T001183,ACC00173,2025-05-03,Transfer,5157,Online,Airbnb
T001184,ACC00017,2024-08-04,Withdrawal,3657,Branch,Airbnb
T001185,ACC00056,2024-08-11,Deposit,5453,Branch,Apple
T001186,ACC00226,2024-10-26,Withdrawal,89,Online,Apple
T001187,ACC00558,2025-07-31,Withdrawal,5587,POS,Apple
T001188,ACC00067,2024-11-29,Withdrawal,2233,Branch,Airbnb
T001189,ACC00197,2025-01-08,Withdrawal,2579,POS,Uber
T001190,ACC00654,2023-10-19,Withdrawal,9974,Branch,Shell
T001191,ACC00023,2024-06-25,Deposit,4528,Branch,Amazon
T001192,ACC00606,2025-04-13,Deposit,1133,ATM,Amazon
T001193,ACC00754,2024-07-11,Withdrawal,2633,ATM,Netflix
T001194,ACC00237,2023-09-02,Withdrawal,1413,Online,Walmart
T001195,ACC00566,2023-12-06,Transfer,2588,ATM,Target
T001196,ACC00138,2025-02-26,Deposit,341,ATM,Uber
T001197,ACC00473,2024-05-10,Payment,7495,Online,Walmart
T001198,ACC00784,2023-09-17,Deposit,749,POS,Hospital
T001199,ACC00553,2025-06-17,Payment,8243,ATM,Apple
T001200,ACC00610,2024-05-29,Transfer,4990,POS,Hospital
T001201,ACC00695,2025-08-17,Withdrawal,3888,Online,Amazon
T001202,ACC00640,2025-01-19,Transfer,1959,Branch,Target
T001203,ACC00229,2025-01-28,Withdrawal,3470,POS,Walmart
T001204,ACC00317,2024-02-11,Deposit,2138,Online,LocalStore
T001205,ACC00598,2025-03-29,Withdrawal,4507,POS,Shell
T001206,ACC00768,2025-06-26,Payment,2164,Online,Target
T001207,ACC00721,2025-01-13,Payment,5240,Online,Airbnb
T001208,ACC00727,2025-05-10,Transfer,7454,Branch,Target
T001209,ACC00612,2024-09-17,Deposit,1247,POS,Netflix
T001210,ACC00561,2024-03-21,Payment,9968,Branch,Airbnb
T001211,ACC00201,2024-03-09,Transfer,8707,Branch,Walmart
T001212,ACC00258,2023-10-16,Deposit,5250,POS,Hospital
T001213,ACC00480,2023-12-04,Deposit,4825,POS,Shell
T001214,ACC00178,2024-04-23,Transfer,9596,Online,Netflix
T001215,ACC00757,2024-04-08,Payment,266,POS,Target
T001216,ACC00123,2023-10-16,Payment,1730,Online,Amazon
T001217,ACC00342,2025-07-28,Transfer,7357,Online,Airbnb
T001218,ACC00171,2024-08-18,Payment,7086,Online,Walmart
T001219,ACC00648,2023-09-30,Transfer,1081,Online,Walmart
T001220,ACC00059,2024-12-11,Payment,1632,Online,LocalStore
T001221,ACC00705,2024-11-11,Payment,2076,Online,Hospital
T001222,ACC00465,2024-03-15,Transfer,9271,POS,Apple
T001223,ACC00780,2025-05-10,Transfer,8652,POS,Netflix
T001224,ACC00260,2024-11-30,Payment,907,ATM,Amazon
T001225,ACC00373,2024-11-16,Transfer,5185,POS,Hospital
T001226,ACC00095,2024-05-14,Payment,8283,Branch,Walmart
T001227,ACC00125,2024-07-03,Withdrawal,8938,ATM,Apple
T001228,ACC00041,2023-12-01,Deposit,4184,POS,Target
T001229,ACC00254,2024-04-06,Deposit,5791,Branch,Walmart
T001230,ACC00007,2024-07-22,Payment,3954,POS,Netflix
T001231,ACC00471,2025-07-17,Deposit,6436,Online,Shell
T001232,ACC00728,2024-01-21,Payment,5445,ATM,Shell
T001233,ACC00511,2024-06-14,Transfer,9893,Online,Walmart
T001234,ACC00581,2025-02-22,Withdrawal,9381,ATM,Netflix
T001235,ACC00069,2025-06-19,Deposit,2945,ATM,Airbnb
T001236,ACC00081,2024-02-16,Deposit,5843,Online,Apple
T001237,ACC00542,2025-05-17,Transfer,8098,ATM,Uber
T001238,ACC00585,2024-11-10,Withdrawal,471,ATM,Walmart
T001239,ACC00262,2025-04-17,Withdrawal,126,POS,Hospital
T001240,ACC00089,2025-07-10,Withdrawal,5795,Branch,Target
T001241,ACC00208,2024-10-22,Transfer,6517,Online,LocalStore
T001242,ACC00213,2025-03-03,Deposit,9856,POS,Hospital
T001243,ACC00266,2024-09-15,Deposit,5840,POS,Shell
T001244,ACC00293,2023-09-13,Withdrawal,4571,Online,LocalStore
T001245,ACC00207,2024-06-19,Transfer,8137,ATM,Airbnb
T001246,ACC00333,2024-08-22,Transfer,669,Online,Airbnb
T001247,ACC00077,2023-09-21,Transfer,2132,Branch,Apple
T001248,ACC00288,2024-11-02,Withdrawal,1596,Branch,Apple
T001249,ACC00047,2025-02-27,Transfer,4692,Online,Amazon
T001250,ACC00622,2024-04-06,Withdrawal,6809,POS,Airbnb
T001251,ACC00200,2024-08-13,Withdrawal,8836,Online,Shell
T001252,ACC00427,2023-09-15,Withdrawal,6997,Branch,Apple
T001253,ACC00210,2024-02-27,Payment,7985,Online,Walmart
T001254,ACC00420,2023-10-12,Withdrawal,2892,ATM,Shell
T001255,ACC00154,2024-03-11,Transfer,5259,Online,Walmart
T001256,ACC00522,2024-05-07,Payment,2821,POS,Hospital
T001257,ACC00415,2024-08-18,Deposit,5537,ATM,Amazon
T001258,ACC00353,2024-09-20,Deposit,1894,Branch,Target
T001259,ACC00157,2025-03-16,Transfer,9720,Online,Target
T001260,ACC00261,2024-07-30,Transfer,8823,POS,Netflix
T001261,ACC00077,2025-04-02,Transfer,5083,POS,Target
T001262,ACC00769,2023-11-21,Transfer,9739,Branch,Apple
T001263,ACC00488,2024-04-02,Payment,5426,Online,Shell
T001264,ACC00131,2023-12-10,Transfer,5810,POS,Target
T001265,ACC00579,2023-10-15,Withdrawal,6905,ATM,LocalStore
T001266,ACC00455,2023-12-22,Deposit,6325,Online,Amazon
T001267,ACC00740,2025-08-17,Transfer,4940,Branch,Target
T001268,ACC00163,2024-01-23,Withdrawal,2375,ATM,Target
T001269,ACC00015,2024-10-07,Transfer,864,Online,Apple
T001270,ACC00232,2024-08-18,Withdrawal,2738,POS,Airbnb
T001271,ACC00195,2023-10-28,Payment,925,Branch,Uber
T001272,ACC00542,2025-05-03,Deposit,7183,Branch,Walmart
T001273,ACC00359,2025-02-16,Deposit,4948,Online,Apple
T001274,ACC00331,2024-03-25,Payment,141,Branch,Target
T001275,ACC00427,2025-06-14,Withdrawal,9318,ATM,Apple
T001276,ACC00497,2024-02-24,Transfer,3603,Online,Hospital
T001277,ACC00486,2024-05-03,Withdrawal,9062,ATM,Apple
T001278,ACC00449,2024-02-06,Deposit,303,Branch,Walmart
T001279,ACC00413,2024-08-07,Payment,9201,Branch,Apple
T001280,ACC00330,2024-07-07,Payment,3695,Branch,Netflix
T001281,ACC00732,2025-07-06,Withdrawal,8026,ATM,Hospital
T001282,ACC00147,2024-12-18,Withdrawal,7772,Branch,Uber
T001283,ACC00259,2024-12-19,Payment,6856,Online,Airbnb
T001284,ACC00292,2024-02-06,Deposit,7594,POS,Shell
T001285,ACC00143,2024-02-07,Transfer,7320,Online,Airbnb
T001286,ACC00747,2024-10-13,Transfer,5366,POS,Target
T001287,ACC00627,2024-11-14,Withdrawal,296,Branch,Walmart
T001288,ACC00365,2023-09-30,Payment,8651,Online,Netflix
T001289,ACC00090,2024-03-20,Payment,6596,ATM,Netflix
T001290,ACC00720,2024-01-04,Payment,5313,POS,Apple
T001291,ACC00164,2024-07-24,Deposit,3126,ATM,Shell
T001292,ACC00481,2024-11-05,Withdrawal,5884,POS,Uber
T001293,ACC00084,2024-05-11,Withdrawal,6980,Branch,Shell
T001294,ACC00077,2023-11-18,Withdrawal,8158,Online,Amazon
T001295,ACC00673,2025-01-29,Deposit,8454,POS,Netflix
T001296,ACC00517,2023-10-13,Withdrawal,9621,Online,Netflix
T001297,ACC00485,2024-08-02,Transfer,1245,POS,Target
T001298,ACC00590,2024-07-31,Withdrawal,1009,POS,LocalStore
T001299,ACC00603,2024-10-08,Withdrawal,3770,Branch,Airbnb
T001300,ACC00599,2024-07-09,Withdrawal,4126,POS,Amazon
T001301,ACC00782,2024-08-04,Deposit,4421,ATM,Apple
T001302,ACC00104,2024-03-11,Transfer,5567,POS,Hospital
T001303,ACC00452,2024-05-30,Transfer,9648,POS,Target
T001304,ACC00487,2025-03-09,Payment,5362,POS,Hospital
T001305,ACC00339,2025-06-09,Payment,3693,Branch,Hospital
T001306,ACC00687,2023-10-16,Transfer,2271,Online,Uber
T001307,ACC00566,2023-11-20,Withdrawal,1863,Online,Netflix
T001308,ACC00478,2024-08-17,Withdrawal,8801,Branch,Shell
T001309,ACC00723,2024-02-29,Withdrawal,6905,ATM,Uber
T001310,ACC00607,2024-02-07,Deposit,3000,ATM,LocalStore
T001311,ACC00223,2024-09-24,Withdrawal,872,Branch,Shell
T001312,ACC00009,2024-10-08,Deposit,4537,Online,Hospital
T001313,ACC00053,2025-08-22,Transfer,1229,ATM,Hospital
T001314,ACC00077,2023-09-03,Withdrawal,3805,Branch,Netflix
T001315,ACC00718,2024-08-03,Withdrawal,537,Online,Apple
T001316,ACC00503,2024-01-05,Payment,7379,ATM,Shell
T001317,ACC00316,2024-11-03,Transfer,2932,ATM,Walmart
T001318,ACC00624,2025-03-06,Withdrawal,5859,Branch,Airbnb
T001319,ACC00165,2024-12-16,Deposit,1172,Online,Apple
T001320,ACC00279,2024-04-26,Transfer,856,ATM,Shell
T001321,ACC00027,2023-10-13,Payment,6969,Branch,Airbnb
T001322,ACC00070,2025-06-28,Transfer,3096,ATM,Target
T001323,ACC00218,2024-07-02,Deposit,9972,Online,Netflix
T001324,ACC00365,2024-11-06,Payment,3293,POS,Airbnb
T001325,ACC00701,2024-04-07,Deposit,3333,ATM,Shell
T001326,ACC00306,2024-07-26,Transfer,455,Online,LocalStore
T001327,ACC00124,2024-05-30,Payment,1035,ATM,LocalStore
T001328,ACC00019,2024-12-30,Deposit,9973,POS,Netflix
T001329,ACC00257,2024-06-27,Transfer,1369,POS,Uber
T001330,ACC00296,2023-12-17,Deposit,8220,ATM,Uber
T001331,ACC00022,2024-05-07,Withdrawal,6123,Branch,LocalStore
T001332,ACC00450,2024-12-13,Transfer,8762,ATM,Uber
T001333,ACC00552,2024-11-20,Payment,481,Online,Shell
T001334,ACC00550,2024-07-08,Payment,37,Branch,LocalStore
